ordernumber,orderdate,productline,country,quantityordered,priceeach,sales,total_sales,dealsize
10371,2005-01-23 00:00:00,Classic Cars,USA,28,50.32,1408.96,1408.96,Small
10383,2005-02-22 00:00:00,Classic Cars,Spain,21,93.91,1972.11,1972.11,Small
10394,2005-03-15 00:00:00,Classic Cars,Spain,37,100.0,5207.75,3700.0,Medium
10412,2005-05-03 00:00:00,Classic Cars,Spain,31,100.0,4253.2,3100.0,Medium
10103,2003-01-29 00:00:00,Vintage Cars,Norway,25,100.0,2873.0,2500.0,Small
10111,2003-03-25 00:00:00,Vintage Cars,USA,26,86.68,2253.68,2253.6800000000003,Small
10126,2003-05-28 00:00:00,Vintage Cars,Spain,34,100.0,3576.12,3400.0,Medium
10139,2003-07-16 00:00:00,Vintage Cars,Australia,29,100.0,3276.13,2900.0,Medium
10149,2003-09-12 00:00:00,Vintage Cars,USA,20,90.57,1811.4,1811.3999999999999,Small
10163,2003-10-20 00:00:00,Vintage Cars,USA,42,91.55,3845.1,3845.1,Medium
10173,2003-11-05 00:00:00,Vintage Cars,Italy,22,100.0,2571.14,2200.0,Small
10183,2003-11-13 00:00:00,Vintage Cars,USA,47,100.0,5035.11,4700.0,Medium
10193,2003-11-21 00:00:00,Vintage Cars,Australia,20,100.0,2279.0,2000.0,Small
10206,2003-12-05 00:00:00,Vintage Cars,Canada,33,97.39,3213.87,3213.87,Medium
10215,2004-01-29 00:00:00,Vintage Cars,USA,39,90.57,3532.23,3532.2299999999996,Medium
10228,2004-03-10 00:00:00,Vintage Cars,USA,33,100.0,3406.59,3300.0,Medium
10244,2004-04-29 00:00:00,Vintage Cars,Spain,40,86.68,3467.2,3467.2000000000003,Medium
10257,2004-06-14 00:00:00,Vintage Cars,USA,46,78.89,3628.94,3628.94,Medium
10269,2004-07-16 00:00:00,Vintage Cars,Austria,48,97.39,4674.72,4674.72,Medium
10280,2004-08-17 00:00:00,Vintage Cars,Italy,21,78.89,1656.69,1656.69,Small
10290,2004-09-07 00:00:00,Vintage Cars,USA,45,100.0,5171.4,4500.0,Medium
10304,2004-10-11 00:00:00,Vintage Cars,France,33,100.0,3342.57,3300.0,Medium
10312,2004-10-21 00:00:00,Vintage Cars,USA,44,100.0,4884.88,4400.0,Medium
10324,2004-11-05 00:00:00,Vintage Cars,USA,33,100.0,6267.69,3300.0,Medium
10333,2004-11-18 00:00:00,Vintage Cars,USA,39,100.0,4424.16,3900.0,Medium
10348,2004-11-01 00:00:00,Vintage Cars,Spain,39,50.31,1962.09,1962.0900000000001,Small
10358,2004-12-10 00:00:00,Vintage Cars,Spain,41,100.0,6847.0,4100.0,Medium
10369,2005-01-20 00:00:00,Vintage Cars,USA,40,86.92,3476.8,3476.8,Medium
10382,2005-02-17 00:00:00,Vintage Cars,USA,33,100.0,4592.61,3300.0,Medium
10423,2005-05-30 00:00:00,Vintage Cars,Belgium,28,78.89,2208.92,2208.92,Small
10106,2003-02-17 00:00:00,Planes,Italy,26,63.76,1657.76,1657.76,Small
10120,2003-04-29 00:00:00,Planes,Australia,29,85.49,2479.21,2479.21,Small
10133,2003-06-27 00:00:00,Planes,Spain,46,77.52,3565.92,3565.9199999999996,Medium
10145,2003-08-25 00:00:00,Planes,USA,33,84.77,2797.41,2797.41,Small
10168,2003-10-28 00:00:00,Planes,USA,48,78.25,3756.0,3756.0,Medium
10210,2004-01-12 00:00:00,Planes,Japan,40,71.0,2840.0,2840.0,Small
10223,2004-02-20 00:00:00,Planes,Australia,23,74.62,1716.26,1716.2600000000002,Small
10235,2004-04-02 00:00:00,Planes,Canada,40,81.14,3245.6,3245.6,Medium
10250,2004-05-11 00:00:00,Planes,USA,37,74.62,2760.94,2760.94,Small
10263,2004-06-28 00:00:00,Planes,USA,24,75.35,1808.4,1808.3999999999999,Small
10275,2004-07-23 00:00:00,Planes,France,27,62.31,1682.37,1682.3700000000001,Small
10284,2004-08-21 00:00:00,Planes,Norway,21,71.0,1491.0,1491.0,Small
10297,2004-09-16 00:00:00,Planes,Ireland,23,72.45,1666.35,1666.3500000000001,Small
10308,2004-10-15 00:00:00,Planes,USA,44,83.32,3666.08,3666.08,Medium
10317,2004-11-02 00:00:00,Planes,USA,35,83.32,2916.2,2916.2,Small
10328,2004-11-12 00:00:00,Planes,Italy,43,60.86,2616.98,2616.98,Small
10340,2004-11-24 00:00:00,Planes,Spain,40,84.77,3390.8,3390.7999999999997,Medium
10353,2004-12-04 00:00:00,Planes,USA,35,89.9,3146.5,3146.5,Medium
10361,2004-12-17 00:00:00,Planes,Australia,25,62.46,1561.5,1561.5,Small
10375,2005-02-03 00:00:00,Planes,France,43,100.0,10039.6,4300.0,Large
10386,2005-03-01 00:00:00,Planes,Spain,50,63.34,3167.0,3167.0,Medium
10398,2005-03-30 00:00:00,Planes,France,45,78.25,3521.25,3521.25,Medium
10401,2005-04-03 00:00:00,Planes,USA,52,81.14,4219.28,4219.28,Medium
10416,2005-05-10 00:00:00,Planes,Italy,48,74.62,3581.76,3581.76,Medium
10108,2003-03-03 00:00:00,Classic Cars,Philippines,31,68.71,2130.01,2130.0099999999998,Small
10122,2003-05-08 00:00:00,Classic Cars,France,29,71.14,2063.06,2063.06,Small
10135,2003-07-02 00:00:00,Classic Cars,USA,23,87.31,2008.13,2008.13,Small
10147,2003-09-05 00:00:00,Classic Cars,USA,31,64.67,2004.77,2004.77,Small
10159,2003-10-10 00:00:00,Classic Cars,USA,23,67.1,1543.3,1543.3,Small
10169,2003-11-04 00:00:00,Classic Cars,Australia,24,94.58,2269.92,2269.92,Small
10180,2003-11-11 00:00:00,Classic Cars,France,28,71.14,1991.92,1991.92,Small
10191,2003-11-20 00:00:00,Classic Cars,Germany,44,66.29,2916.76,2916.76,Small
10211,2004-01-15 00:00:00,Classic Cars,France,22,92.16,2027.52,2027.52,Small
10225,2004-02-22 00:00:00,Classic Cars,Switzerland,46,70.33,3235.18,3235.18,Medium
10238,2004-04-09 00:00:00,Classic Cars,Denmark,22,93.77,2062.94,2062.94,Small
10252,2004-05-26 00:00:00,Classic Cars,France,38,87.31,3317.78,3317.78,Medium
10264,2004-06-30 00:00:00,Classic Cars,USA,47,83.27,3913.69,3913.6899999999996,Medium
10276,2004-08-02 00:00:00,Classic Cars,USA,48,75.18,3608.64,3608.6400000000003,Medium
10287,2004-08-30 00:00:00,Classic Cars,Switzerland,40,88.12,3524.8,3524.8,Medium
10299,2004-09-30 00:00:00,Classic Cars,Finland,32,80.84,2586.88,2586.88,Small
10310,2004-10-16 00:00:00,Classic Cars,Germany,49,97.01,4753.49,4753.490000000001,Medium
10319,2004-11-03 00:00:00,Classic Cars,USA,43,85.69,3684.67,3684.67,Medium
10331,2004-11-17 00:00:00,Classic Cars,USA,41,100.0,5715.4,4100.0,Medium
10343,2004-11-24 00:00:00,Classic Cars,France,30,100.0,3098.7,3000.0,Medium
10355,2004-12-07 00:00:00,Classic Cars,Spain,28,95.39,2670.92,2670.92,Small
10363,2005-01-06 00:00:00,Classic Cars,Finland,43,100.0,5154.41,4300.0,Medium
10378,2005-02-10 00:00:00,Classic Cars,Spain,41,100.0,4894.17,4100.0,Medium
10390,2005-03-04 00:00:00,Classic Cars,USA,30,82.42,2472.6,2472.6,Small
10103,2003-01-29 00:00:00,Trucks and Buses,Norway,31,100.0,3224.31,3100.0,Medium
10114,2003-04-01 00:00:00,Trucks and Buses,France,32,100.0,3667.52,3200.0,Medium
10126,2003-05-28 00:00:00,Trucks and Buses,Spain,43,96.31,4141.33,4141.33,Medium
10140,2003-07-24 00:00:00,Trucks and Buses,USA,26,100.0,2829.58,2600.0,Small
10151,2003-09-21 00:00:00,Trucks and Buses,Finland,27,100.0,3068.55,2700.0,Medium
10164,2003-10-21 00:00:00,Trucks and Buses,Austria,24,100.0,2634.96,2400.0,Small
10175,2003-11-06 00:00:00,Trucks and Buses,UK,22,100.0,2436.72,2200.0,Small
10184,2003-11-14 00:00:00,Trucks and Buses,Spain,46,100.0,4607.36,4600.0,Medium
10194,2003-11-25 00:00:00,Trucks and Buses,France,37,97.27,3598.99,3598.99,Medium
10207,2003-12-09 00:00:00,Trucks and Buses,USA,49,80.9,3964.1,3964.1000000000004,Medium
10217,2004-02-04 00:00:00,Trucks and Buses,Singapore,21,100.0,2244.9,2100.0,Small
10229,2004-03-11 00:00:00,Trucks and Buses,USA,25,100.0,2793.0,2500.0,Small
10245,2004-05-04 00:00:00,Trucks and Buses,USA,37,100.0,4133.64,3700.0,Medium
10259,2004-06-15 00:00:00,Trucks and Buses,Singapore,45,86.68,3900.6,3900.6000000000004,Medium
10270,2004-07-19 00:00:00,Trucks and Buses,Australia,32,85.72,2743.04,2743.04,Small
10281,2004-08-19 00:00:00,Trucks and Buses,USA,29,82.83,2402.07,2402.07,Small
10291,2004-09-08 00:00:00,Trucks and Buses,Sweden,26,83.79,2178.54,2178.54,Small
10305,2004-10-13 00:00:00,Trucks and Buses,USA,28,100.0,3155.04,2800.0,Medium
10313,2004-10-22 00:00:00,Trucks and Buses,Canada,27,87.64,2366.28,2366.28,Small
10324,2004-11-05 00:00:00,Trucks and Buses,USA,20,98.18,1963.6,1963.6000000000001,Small
10335,2004-11-19 00:00:00,Trucks and Buses,USA,44,100.0,4746.28,4400.0,Medium
10348,2004-11-01 00:00:00,Trucks and Buses,Spain,42,100.0,6386.94,4200.0,Medium
10358,2004-12-10 00:00:00,Trucks and Buses,Spain,41,100.0,4428.0,4100.0,Medium
10371,2005-01-23 00:00:00,Trucks and Buses,USA,26,100.0,4044.04,2600.0,Medium
10382,2005-02-17 00:00:00,Trucks and Buses,USA,26,100.0,2708.42,2600.0,Small
10411,2005-05-01 00:00:00,Trucks and Buses,Canada,26,100.0,2904.72,2600.0,Small
10425,2005-05-31 00:00:00,Trucks and Buses,France,41,86.68,3553.88,3553.88,Medium
10107,2003-02-24 00:00:00,Motorcycles,USA,20,92.9,1858.0,1858.0,Small
10120,2003-04-29 00:00:00,Motorcycles,Australia,22,100.0,2461.36,2200.0,Small
10133,2003-06-27 00:00:00,Motorcycles,Spain,23,100.0,2642.01,2300.0,Small
10145,2003-08-25 00:00:00,Motorcycles,USA,33,93.9,3098.7,3098.7000000000003,Medium
10168,2003-10-28 00:00:00,Motorcycles,USA,28,100.0,3244.36,2800.0,Medium
10188,2003-11-18 00:00:00,Motorcycles,Norway,44,98.89,4351.16,4351.16,Medium
10210,2004-01-12 00:00:00,Motorcycles,Japan,46,79.91,3675.86,3675.8599999999997,Medium
10223,2004-02-20 00:00:00,Motorcycles,Australia,21,100.0,2475.27,2100.0,Small
10235,2004-04-02 00:00:00,Motorcycles,Canada,41,100.0,4177.49,4100.0,Medium
10250,2004-05-11 00:00:00,Motorcycles,USA,31,100.0,3282.28,3100.0,Medium
10263,2004-06-28 00:00:00,Motorcycles,USA,31,79.91,2477.21,2477.21,Small
10275,2004-07-23 00:00:00,Motorcycles,France,23,81.91,1883.93,1883.9299999999998,Small
10285,2004-08-27 00:00:00,Motorcycles,USA,37,98.89,3658.93,3658.93,Medium
10297,2004-09-16 00:00:00,Motorcycles,Ireland,26,100.0,2856.88,2600.0,Small
10308,2004-10-15 00:00:00,Motorcycles,USA,24,79.91,1917.84,1917.84,Small
10318,2004-11-02 00:00:00,Motorcycles,USA,47,100.0,5305.36,4700.0,Medium
10329,2004-11-15 00:00:00,Motorcycles,USA,45,63.91,2875.95,2875.95,Small
10340,2004-11-24 00:00:00,Motorcycles,Spain,55,100.0,6482.85,5500.0,Medium
10353,2004-12-04 00:00:00,Motorcycles,USA,46,81.17,3733.82,3733.82,Medium
10363,2005-01-06 00:00:00,Motorcycles,Finland,50,100.0,6576.5,5000.0,Medium
10375,2005-02-03 00:00:00,Motorcycles,France,37,100.0,6353.27,3700.0,Medium
10387,2005-03-02 00:00:00,Motorcycles,Singapore,44,94.9,4175.6,4175.6,Medium
10401,2005-04-03 00:00:00,Motorcycles,USA,49,100.0,4992.61,4900.0,Medium
10416,2005-05-10 00:00:00,Motorcycles,Italy,45,100.0,4764.6,4500.0,Medium
10108,2003-03-03 00:00:00,Motorcycles,Philippines,27,43.45,1173.15,1173.15,Small
10122,2003-05-08 00:00:00,Motorcycles,France,31,44.66,1384.46,1384.4599999999998,Small
10135,2003-07-02 00:00:00,Motorcycles,USA,33,40.23,1327.59,1327.59,Small
10145,2003-08-25 00:00:00,Motorcycles,USA,31,35.8,1109.8,1109.8,Small
10159,2003-10-10 00:00:00,Motorcycles,USA,35,35.4,1239.0,1239.0,Small
10169,2003-11-04 00:00:00,Motorcycles,Australia,26,39.83,1035.58,1035.58,Small
10180,2003-11-11 00:00:00,Motorcycles,France,34,45.46,1545.64,1545.64,Small
10190,2003-11-19 00:00:00,Motorcycles,Spain,46,32.99,1517.54,1517.5400000000002,Small
10211,2004-01-15 00:00:00,Motorcycles,France,41,42.24,1731.84,1731.8400000000001,Small
10224,2004-02-21 00:00:00,Motorcycles,France,43,39.43,1695.49,1695.49,Small
10237,2004-04-05 00:00:00,Motorcycles,USA,26,40.23,1045.98,1045.98,Small
10252,2004-05-26 00:00:00,Motorcycles,France,36,48.28,1738.08,1738.08,Small
10264,2004-06-30 00:00:00,Motorcycles,USA,20,32.59,651.8,651.8000000000001,Small
10276,2004-08-02 00:00:00,Motorcycles,USA,27,36.61,988.47,988.47,Small
10285,2004-08-27 00:00:00,Motorcycles,USA,37,41.03,1518.11,1518.1100000000001,Small
10299,2004-09-30 00:00:00,Motorcycles,Finland,24,42.24,1013.76,1013.76,Small
10310,2004-10-16 00:00:00,Motorcycles,Germany,36,43.05,1549.8,1549.8,Small
10319,2004-11-03 00:00:00,Motorcycles,USA,29,38.22,1108.38,1108.3799999999999,Small
10331,2004-11-17 00:00:00,Motorcycles,USA,28,100.0,4102.56,2800.0,Medium
10343,2004-11-24 00:00:00,Motorcycles,France,29,100.0,3713.16,2900.0,Medium
10355,2004-12-07 00:00:00,Motorcycles,Spain,38,39.83,1513.54,1513.54,Small
10364,2005-01-06 00:00:00,Motorcycles,France,48,48.28,2317.44,2317.44,Small
10378,2005-02-10 00:00:00,Motorcycles,Spain,40,82.46,3298.4,3298.3999999999996,Medium
10390,2005-03-04 00:00:00,Motorcycles,USA,41,44.56,1826.96,1826.96,Small
10403,2005-04-08 00:00:00,Motorcycles,UK,30,40.23,1206.9,1206.8999999999999,Small
10104,2003-01-31 00:00:00,Trucks and Buses,Spain,35,47.62,1666.7,1666.6999999999998,Small
10114,2003-04-01 00:00:00,Trucks and Buses,France,28,55.73,1560.44,1560.4399999999998,Small
10127,2003-06-03 00:00:00,Trucks and Buses,USA,45,51.95,2337.75,2337.75,Small
10141,2003-08-01 00:00:00,Trucks and Buses,Finland,24,45.99,1103.76,1103.76,Small
10151,2003-09-21 00:00:00,Trucks and Buses,Finland,41,63.85,2617.85,2617.85,Small
10165,2003-10-22 00:00:00,Trucks and Buses,Singapore,48,45.99,2207.52,2207.52,Small
10175,2003-11-06 00:00:00,Trucks and Buses,UK,50,63.31,3165.5,3165.5,Medium
10184,2003-11-14 00:00:00,Trucks and Buses,Spain,33,62.77,2071.41,2071.4100000000003,Small
10195,2003-11-25 00:00:00,Trucks and Buses,USA,32,43.29,1385.28,1385.28,Small
10207,2003-12-09 00:00:00,Trucks and Buses,USA,27,60.06,1621.62,1621.6200000000001,Small
10219,2004-02-10 00:00:00,Trucks and Buses,USA,35,55.19,1931.65,1931.6499999999999,Small
10229,2004-03-11 00:00:00,Trucks and Buses,USA,23,54.11,1244.53,1244.53,Small
10246,2004-05-05 00:00:00,Trucks and Buses,Spain,35,48.7,1704.5,1704.5,Small
10259,2004-06-15 00:00:00,Trucks and Buses,Singapore,40,43.83,1753.2,1753.1999999999998,Small
10271,2004-07-20 00:00:00,Trucks and Buses,USA,35,47.62,1666.7,1666.6999999999998,Small
10281,2004-08-19 00:00:00,Trucks and Buses,USA,31,55.19,1710.89,1710.8899999999999,Small
10292,2004-09-08 00:00:00,Trucks and Buses,USA,50,46.53,2326.5,2326.5,Small
10305,2004-10-13 00:00:00,Trucks and Buses,USA,40,57.9,2316.0,2316.0,Small
10313,2004-10-22 00:00:00,Trucks and Buses,Canada,38,45.45,1727.1,1727.1000000000001,Small
10325,2004-11-05 00:00:00,Trucks and Buses,Norway,38,100.0,8844.12,3800.0,Large
10335,2004-11-19 00:00:00,Trucks and Buses,USA,40,60.6,2424.0,2424.0,Small
10349,2004-12-01 00:00:00,Trucks and Buses,USA,33,46.53,1535.49,1535.49,Small
10359,2004-12-15 00:00:00,Trucks and Buses,France,36,100.0,6358.68,3600.0,Medium
10371,2005-01-23 00:00:00,Trucks and Buses,USA,20,66.47,1329.4,1329.4,Small
10383,2005-02-22 00:00:00,Trucks and Buses,Spain,32,53.18,1701.76,1701.76,Small
10394,2005-03-15 00:00:00,Trucks and Buses,Spain,36,62.77,2259.72,2259.7200000000003,Small
10412,2005-05-03 00:00:00,Trucks and Buses,Spain,19,48.7,925.3,925.3000000000001,Small
10425,2005-05-31 00:00:00,Trucks and Buses,France,11,43.83,482.13,482.13,Small
10104,2003-01-31 00:00:00,Trains,Spain,49,65.87,3227.63,3227.63,Medium
10116,2003-04-11 00:00:00,Trains,Belgium,27,63.38,1711.26,1711.26,Small
10127,2003-06-03 00:00:00,Trains,USA,29,70.84,2054.36,2054.36,Small
10142,2003-08-08 00:00:00,Trains,USA,42,74.57,3131.94,3131.9399999999996,Medium
10152,2003-09-25 00:00:00,Trains,Australia,33,50.95,1681.35,1681.3500000000001,Small
10165,2003-10-22 00:00:00,Trains,Singapore,44,53.44,2351.36,2351.3599999999997,Small
10176,2003-11-06 00:00:00,Trains,Italy,22,64.0,1408.0,1408.0,Small
10184,2003-11-14 00:00:00,Trains,Spain,48,50.95,2445.6,2445.6000000000004,Small
10195,2003-11-25 00:00:00,Trains,USA,33,54.68,1804.44,1804.44,Small
10207,2003-12-09 00:00:00,Trains,USA,45,56.55,2544.75,2544.75,Small
10220,2004-02-12 00:00:00,Trains,Ireland,20,52.82,1056.4,1056.4,Small
10230,2004-03-15 00:00:00,Trains,Germany,46,60.9,2801.4,2801.4,Small
10247,2004-05-05 00:00:00,Trains,Finland,40,49.71,1988.4,1988.4,Small
10272,2004-07-20 00:00:00,Trains,USA,45,64.63,2908.35,2908.35,Small
10282,2004-08-20 00:00:00,Trains,USA,36,59.65,2147.4,2147.4,Small
10292,2004-09-08 00:00:00,Trains,USA,31,67.73,2099.63,2099.63,Small
10306,2004-10-14 00:00:00,Trains,UK,46,50.33,2315.18,2315.18,Small
10314,2004-10-22 00:00:00,Trains,Denmark,35,66.49,2327.15,2327.1499999999996,Small
10325,2004-11-05 00:00:00,Trains,Norway,28,100.0,5377.4,2800.0,Medium
10336,2004-11-20 00:00:00,Trains,France,31,84.71,2626.01,2626.0099999999998,Small
10350,2004-12-02 00:00:00,Trains,Spain,27,100.0,4406.4,2700.0,Medium
10359,2004-12-15 00:00:00,Trains,France,22,100.0,4301.22,2200.0,Medium
10371,2005-01-23 00:00:00,Trains,USA,30,99.55,2986.5,2986.5,Small
10383,2005-02-22 00:00:00,Trains,Spain,44,36.07,1587.08,1587.08,Small
10394,2005-03-15 00:00:00,Trains,Spain,30,60.28,1808.4,1808.4,Small
10413,2005-05-05 00:00:00,Trains,USA,24,49.71,1193.04,1193.04,Small
10103,2003-01-29 00:00:00,Trucks and Buses,Norway,45,75.63,3403.35,3403.35,Medium
10113,2003-03-26 00:00:00,Trucks and Buses,USA,23,68.52,1575.96,1575.9599999999998,Small
10126,2003-05-28 00:00:00,Trucks and Buses,Spain,26,62.7,1630.2,1630.2,Small
10140,2003-07-24 00:00:00,Trucks and Buses,USA,28,60.76,1701.28,1701.28,Small
10150,2003-09-19 00:00:00,Trucks and Buses,Singapore,49,58.18,2850.82,2850.82,Small
10164,2003-10-21 00:00:00,Trucks and Buses,Austria,49,54.94,2692.06,2692.06,Small
10175,2003-11-06 00:00:00,Trucks and Buses,UK,29,74.98,2174.42,2174.42,Small
10183,2003-11-13 00:00:00,Trucks and Buses,USA,49,64.64,3167.36,3167.36,Medium
10194,2003-11-25 00:00:00,Trucks and Buses,France,39,54.94,2142.66,2142.66,Small
10206,2003-12-05 00:00:00,Trucks and Buses,Canada,36,58.82,2117.52,2117.52,Small
10217,2004-02-04 00:00:00,Trucks and Buses,Singapore,39,62.05,2419.95,2419.95,Small
10229,2004-03-11 00:00:00,Trucks and Buses,USA,30,73.04,2191.2,2191.2000000000003,Small
10245,2004-05-04 00:00:00,Trucks and Buses,USA,44,69.16,3043.04,3043.04,Medium
10258,2004-06-15 00:00:00,Trucks and Buses,Japan,20,61.41,1228.2,1228.1999999999998,Small
10270,2004-07-19 00:00:00,Trucks and Buses,Australia,21,63.35,1330.35,1330.3500000000001,Small
10281,2004-08-19 00:00:00,Trucks and Buses,USA,36,77.57,2792.52,2792.5199999999995,Small
10291,2004-09-08 00:00:00,Trucks and Buses,Sweden,32,71.75,2296.0,2296.0,Small
10304,2004-10-11 00:00:00,Trucks and Buses,France,36,73.04,2629.44,2629.44,Small
10313,2004-10-22 00:00:00,Trucks and Buses,Canada,34,56.24,1912.16,1912.16,Small
10324,2004-11-05 00:00:00,Trucks and Buses,USA,48,100.0,8209.44,4800.0,Large
10333,2004-11-18 00:00:00,Trucks and Buses,USA,33,73.69,2431.77,2431.77,Small
10348,2004-11-01 00:00:00,Trucks and Buses,Spain,31,100.0,3139.99,3100.0,Medium
10358,2004-12-10 00:00:00,Trucks and Buses,Spain,36,100.0,5669.64,3600.0,Medium
10370,2005-01-20 00:00:00,Trucks and Buses,Australia,25,100.0,3160.25,2500.0,Medium
10382,2005-02-17 00:00:00,Trucks and Buses,USA,48,100.0,6799.68,4800.0,Medium
10411,2005-05-01 00:00:00,Trucks and Buses,Canada,27,69.16,1867.32,1867.32,Small
10424,2005-05-31 00:00:00,Trucks and Buses,Spain,44,61.41,2702.04,2702.04,Small
10106,2003-02-17 00:00:00,Vintage Cars,Italy,33,72.92,2406.36,2406.36,Small
10120,2003-04-29 00:00:00,Vintage Cars,Australia,29,72.23,2094.67,2094.67,Small
10133,2003-06-27 00:00:00,Vintage Cars,Spain,49,57.1,2797.9,2797.9,Small
10144,2003-08-13 00:00:00,Vintage Cars,Belgium,20,81.86,1637.2,1637.2,Small
10168,2003-10-28 00:00:00,Vintage Cars,USA,31,73.61,2281.91,2281.91,Small
10210,2004-01-12 00:00:00,Vintage Cars,Japan,39,59.16,2307.24,2307.24,Small
10223,2004-02-20 00:00:00,Vintage Cars,Australia,20,66.04,1320.8,1320.8000000000002,Small
10235,2004-04-02 00:00:00,Vintage Cars,Canada,34,77.73,2642.82,2642.82,Small
10250,2004-05-11 00:00:00,Vintage Cars,USA,50,61.22,3061.0,3061.0,Medium
10262,2004-06-24 00:00:00,Vintage Cars,Spain,40,79.11,3164.4,3164.4,Medium
10275,2004-07-23 00:00:00,Vintage Cars,France,28,63.97,1791.16,1791.1599999999999,Small
10284,2004-08-21 00:00:00,Vintage Cars,Norway,50,81.86,4093.0,4093.0,Medium
10297,2004-09-16 00:00:00,Vintage Cars,Ireland,28,79.8,2234.4,2234.4,Small
10308,2004-10-15 00:00:00,Vintage Cars,USA,46,66.04,3037.84,3037.84,Medium
10316,2004-11-01 00:00:00,Vintage Cars,UK,24,59.16,1419.84,1419.84,Small
10328,2004-11-12 00:00:00,Vintage Cars,Italy,24,81.17,1948.08,1948.08,Small
10340,2004-11-24 00:00:00,Vintage Cars,Spain,39,59.16,2307.24,2307.24,Small
10353,2004-12-04 00:00:00,Vintage Cars,USA,40,44.51,1780.4,1780.3999999999999,Small
10361,2004-12-17 00:00:00,Vintage Cars,Australia,49,72.33,3544.17,3544.17,Medium
10375,2005-02-03 00:00:00,Vintage Cars,France,44,82.26,3619.44,3619.44,Medium
10388,2005-03-03 00:00:00,Vintage Cars,USA,35,100.0,3918.95,3500.0,Medium
10398,2005-03-30 00:00:00,Vintage Cars,France,22,67.41,1483.02,1483.02,Small
10401,2005-04-03 00:00:00,Vintage Cars,USA,62,77.73,4819.26,4819.26,Medium
10416,2005-05-10 00:00:00,Vintage Cars,Italy,26,61.22,1591.72,1591.72,Small
10108,2003-03-03 00:00:00,Motorcycles,Philippines,31,100.0,3669.78,3100.0,Medium
10121,2003-05-07 00:00:00,Motorcycles,France,25,86.74,2168.5,2168.5,Small
10135,2003-07-02 00:00:00,Motorcycles,USA,30,89.8,2694.0,2694.0,Small
10145,2003-08-25 00:00:00,Motorcycles,USA,27,100.0,3251.34,2700.0,Medium
10159,2003-10-10 00:00:00,Motorcycles,USA,23,100.0,2347.15,2300.0,Small
10169,2003-11-04 00:00:00,Motorcycles,Australia,34,100.0,3920.88,3400.0,Medium
10180,2003-11-11 00:00:00,Motorcycles,France,22,100.0,2514.6,2200.0,Small
10190,2003-11-19 00:00:00,Motorcycles,Spain,42,85.72,3600.24,3600.24,Medium
10211,2004-01-15 00:00:00,Motorcycles,France,37,100.0,4040.03,3700.0,Medium
10224,2004-02-21 00:00:00,Motorcycles,France,30,100.0,3336.9,3000.0,Medium
10237,2004-04-05 00:00:00,Motorcycles,USA,27,100.0,3113.64,2700.0,Medium
10252,2004-05-26 00:00:00,Motorcycles,France,25,100.0,2832.0,2500.0,Small
10264,2004-06-30 00:00:00,Motorcycles,USA,34,97.97,3330.98,3330.98,Medium
10276,2004-08-02 00:00:00,Motorcycles,USA,38,100.0,4304.64,3800.0,Medium
10285,2004-08-27 00:00:00,Motorcycles,USA,26,100.0,2600.26,2600.0,Small
10299,2004-09-30 00:00:00,Motorcycles,Finland,38,100.0,4382.16,3800.0,Medium
10309,2004-10-15 00:00:00,Motorcycles,Norway,50,84.7,4235.0,4235.0,Medium
10319,2004-11-03 00:00:00,Motorcycles,USA,22,100.0,2626.8,2200.0,Small
10331,2004-11-17 00:00:00,Motorcycles,USA,32,100.0,5026.56,3200.0,Medium
10341,2004-11-24 00:00:00,Motorcycles,Austria,31,71.02,2201.62,2201.62,Small
10355,2004-12-07 00:00:00,Motorcycles,Spain,40,100.0,4326.8,4000.0,Medium
10365,2005-01-07 00:00:00,Motorcycles,USA,22,100.0,3425.18,2200.0,Medium
10375,2005-02-03 00:00:00,Motorcycles,France,41,100.0,4701.88,4100.0,Medium
10390,2005-03-04 00:00:00,Motorcycles,USA,45,48.98,2204.1,2204.1,Small
10403,2005-04-08 00:00:00,Motorcycles,UK,45,100.0,5189.4,4500.0,Medium
10106,2003-02-17 00:00:00,Vintage Cars,Italy,39,40.15,1565.85,1565.85,Small
10120,2003-04-29 00:00:00,Vintage Cars,Australia,49,50.62,2480.38,2480.3799999999997,Small
10133,2003-06-27 00:00:00,Vintage Cars,Spain,27,50.19,1355.13,1355.1299999999999,Small
10143,2003-08-10 00:00:00,Vintage Cars,USA,34,36.66,1246.44,1246.4399999999998,Small
10156,2003-10-08 00:00:00,Vintage Cars,Spain,20,41.02,820.4,820.4000000000001,Small
10168,2003-10-28 00:00:00,Vintage Cars,USA,48,51.93,2492.64,2492.64,Small
10199,2003-12-01 00:00:00,Vintage Cars,USA,29,38.4,1113.6,1113.6,Small
10210,2004-01-12 00:00:00,Vintage Cars,Japan,43,41.02,1763.86,1763.8600000000001,Small
10223,2004-02-20 00:00:00,Vintage Cars,Australia,41,46.26,1896.66,1896.6599999999999,Small
10235,2004-04-02 00:00:00,Vintage Cars,Canada,41,35.35,1449.35,1449.3500000000001,Small
10250,2004-05-11 00:00:00,Vintage Cars,USA,36,51.93,1869.48,1869.48,Small
10262,2004-06-24 00:00:00,Vintage Cars,Spain,49,37.97,1860.53,1860.53,Small
10275,2004-07-23 00:00:00,Vintage Cars,France,38,45.39,1724.82,1724.82,Small
